Date,USB,SLB,HUM,CME,MU,NSC,AON,TGT,LRCX,ETN,MCO,WM,PSA,CCI,MMM,BSX,KLAC,SHW,FCX,APH,ORLY,D,ADM,ROP,EW,ECL,AJG,MSI,DG,MSCI,PCAR,F,TRV,NXPI,GM,KMB,SRE,AEP,EL,APO,WELL,PAYX,MNST,FIS,SPG,AIG,AFL,A,CDNS,TEL,KDP,CTAS,KMI,GIS,CMG,HLT,STZ,NEM,WMB,BK,O,PSX,YUM,MCHP,EXC,MAR,CPRT,ADSK,AZO,TDG,DD,HSY,ROST,ALL,ODFL,CTVA,IDXX,DVN,LHX,PRU,AMP,PEG,AME,CTSH,DLR,IQV,EA,RSG,RMD,ED,FAST,MLM,HCA,GWW,KHC,BKR,CNC,SNPS
2020-01-02,45.70816421508789,34.87435531616211,344.5973205566406,161.71839904785156,54.043853759765625,173.99996948242188,199.30615234375,107.55436706542969,27.748931884765625,86.2760009765625,229.9262237548828,103.59400177001953,164.13536071777344,108.97779083251953,120.6824951171875,45.33000183105469,169.92201232910156,180.72357177734375,12.277880668640137,25.806903839111328,29.167999267578125,63.10780715942383,38.799720764160156,352.1411437988281,77.5,178.4256591796875,89.04500579833984,149.5157012939453,143.40069580078125,250.6768035888672,42.95701217651367,7.02791690826416,121.05036163330078,116.25788116455078,35.630767822265625,109.83501434326172,61.31147766113281,75.35819244384766,190.65499877929688,40.4493408203125,66.91511535644531,71.49059295654297,31.850000381469727,123.97660064697266,103.77391052246094,44.28580093383789,46.20854949951172,82.39804077148438,71.44000244140625,87.4801025390625,24.820932388305664,63.992549896240234,14.665761947631836,41.797203063964844,17.163799285888672,109.90133666992188,170.53805541992188,36.26455307006836,16.906312942504883,42.67695617675781,52.13299560546875,87.58641052246094,91.32235717773438,47.97977828979492,26.14956283569336,145.5136260986328,23.3700008392334,187.8300018310547,1189.739990234375,471.6226806640625,23.598060607910156,125.08735656738281,110.1498031616211,97.64144897460938,62.28092575073242,26.683818817138672,265.0199890136719,18.737489700317383,180.3878631591797,70.03125762939453,152.61279296875,47.889137268066406,96.8246841430664,56.54210662841797,96.0635986328125,156.41000366210938,104.36601257324219,82.5442886352539,148.31777954101562,71.4790267944336,15.960123062133789,265.4229431152344,140.4604034423828,320.3437805175781,23.755029678344727,21.607769012451172,61.880001068115234,142.8699951171875
2020-01-03,45.175411224365234,35.21294021606445,346.1340637207031,163.881591796875,53.204742431640625,173.68165588378906,198.5234375,106.436767578125,27.450849533081055,85.6370620727539,229.35546875,104.6007308959961,165.90542602539062,109.5777816772461,119.64330291748047,44.97999954223633,166.6737823486328,178.38491821289062,11.90582275390625,25.537565231323242,29.25,62.95383071899414,38.7239875793457,350.077392578125,77.20999908447266,177.57212829589844,88.85855865478516,152.05953979492188,142.34722900390625,245.68313598632812,42.53559112548828,6.871242046356201,120.61901092529297,115.13639068603516,34.62036895751953,109.80267333984375,60.75231170654297,75.2775650024414,189.21298217773438,40.15229415893555,68.09244537353516,71.24697875976562,31.639999389648438,123.19681549072266,103.95989227294922,43.943572998046875,45.88808059692383,81.07505798339844,70.41999816894531,86.44676971435547,24.88138771057129,63.704246520996094,14.777288436889648,41.64487075805664,17.302600860595703,108.46163177490234,171.65206909179688,35.93732833862305,16.978282928466797,42.13217544555664,53.075225830078125,84.69027709960938,91.03632354736328,46.92744064331055,26.23015022277832,143.38116455078125,23.165000915527344,184.9499969482422,1187.97998046875,480.2666015625,23.10008430480957,126.21696472167969,110.17806243896484,97.65009307861328,61.538204193115234,26.368139266967773,264.7699890136719,18.962717056274414,186.7406463623047,68.86456298828125,150.7100067138672,47.880977630615234,96.95915222167969,56.03074264526367,97.64295196533203,154.19000244140625,104.22991180419922,82.89347839355469,147.53871154785156,71.29401397705078,15.6771879196167,264.63616943359375,140.8889617919922,316.5801086425781,23.476972579956055,21.63307762145996,61.15999984741211,141.75999450683594
2020-01-06,44.557743072509766,35.43867492675781,351.5321350097656,164.55462646484375,52.2680778503418,173.23074340820312,199.09620666503906,105.43006896972656,26.938518524169922,85.79902648925781,230.06890869140625,105.14491271972656,166.49549865722656,108.65474700927734,119.75727844238281,45.349998474121094,162.9229736328125,178.05625915527344,11.952330589294434,25.40525245666504,28.977333068847656,63.43891525268555,38.42106246948242,346.7794494628906,78.26667022705078,176.0620574951172,89.2687759399414,154.4091339111328,141.86073303222656,246.90792846679688,42.37891387939453,6.833938121795654,120.75110626220703,114.32237243652344,34.16282272338867,110.0452651977539,61.26213455200195,75.52751159667969,191.67173767089844,40.381446838378906,69.12782287597656,71.23855590820312,31.690000534057617,124.37540435791016,104.50343322753906,43.97779083251953,45.75816345214844,81.31473541259766,70.8499984741211,85.84852600097656,25.04547691345215,63.86967849731445,14.833049774169922,42.1660270690918,17.160400390625,107.89954376220703,172.43997192382812,36.29812240600586,17.201396942138672,42.526092529296875,53.34135437011719,84.15945434570312,90.98270416259766,46.25410842895508,26.270437240600586,141.52732849121094,23.372499465942383,187.1199951171875,1165.7099609375,486.05133056640625,22.936567306518555,125.61737823486328,110.71548461914062,97.93569946289062,61.05171585083008,26.331005096435547,266.92999267578125,19.187944412231445,187.8496551513672,69.03437805175781,151.2059783935547,47.416046142578125,97.0648193359375,55.473731994628906,96.76373291015625,155.0,105.76612854003906,83.25184631347656,148.24176025390625,71.06072235107422,15.432838439941406,265.4518127441406,141.4222869873047,313.6341857910156,23.529577255249023,21.53183364868164,63.029998779296875,141.97999572753906
2020-01-07,44.13308334350586,35.25634765625,348.04095458984375,164.23416137695312,56.85385513305664,173.9203643798828,197.40655517578125,105.61776733398438,27.59524154663086,85.34906768798828,229.24136352539062,105.21746063232422,165.83555603027344,106.81640625,119.2745361328125,45.400001525878906,164.21665954589844,177.09239196777344,12.138358116149902,25.54229164123535,28.584667205810547,63.30031967163086,37.958255767822266,348.544189453125,77.66999816894531,175.83692932128906,88.30847930908203,153.29913330078125,139.7218780517578,247.24713134765625,42.09796905517578,6.901084899902344,118.98165130615234,115.80567169189453,33.50511932373047,109.94823455810547,61.21279525756836,75.54363250732422,190.46084594726562,40.42387390136719,68.67693328857422,70.84379577636719,31.844999313354492,122.46125030517578,103.31614685058594,43.72966766357422,45.3250846862793,81.56401062011719,71.06999969482422,87.6251449584961,24.35456657409668,63.82239532470703,14.867902755737305,41.877384185791016,17.20159912109375,106.7852783203125,166.2814178466797,36.27294921875,17.201396942138672,42.95354461669922,53.35572052001953,84.41706848144531,91.14359283447266,49.35763931274414,26.2934627532959,139.2220458984375,23.342500686645508,187.5,1145.3800048828125,487.8798522949219,22.583526611328125,125.8606948852539,112.00712585449219,97.09619903564453,61.226837158203125,26.433135986328125,266.1199951171875,19.24607276916504,188.7458038330078,68.9605484008789,149.38427734375,46.98371505737305,97.6219482421875,55.08107376098633,95.81123352050781,156.8000030517578,105.38693237304688,82.81995391845703,147.40565490722656,70.52177429199219,15.402826309204102,264.8568420410156,141.23179626464844,313.95941162109375,23.116252899169922,21.169031143188477,63.029998779296875,142.9600067138672
2020-01-08,44.04043960571289,34.214542388916016,355.7536926269531,165.12342834472656,56.1220817565918,174.7338104248047,198.2179718017578,105.27650451660156,27.942691802978516,85.61004638671875,233.635986328125,105.28096008300781,166.13836669921875,107.26251983642578,121.10487365722656,45.63999938964844,164.4307098388672,179.91136169433594,12.259276390075684,25.603713989257812,28.793333053588867,62.89993667602539,37.53753662109375,352.35186767578125,77.15333557128906,175.90260314941406,88.4296875,153.4563751220703,139.11605834960938,251.15745544433594,42.659854888916016,6.901084899902344,120.25809478759766,116.09510040283203,33.02851104736328,111.01557922363281,61.63217544555664,75.31787109375,192.0045166015625,41.2895622253418,68.6936264038086,71.54094696044922,31.90999984741211,124.26021575927734,103.99559020996094,44.243019104003906,45.46367645263672,82.3692626953125,72.27999877929688,88.53156280517578,23.974567413330078,65.05361938476562,14.749407768249512,42.478721618652344,17.134599685668945,107.69247436523438,172.34036254882812,35.30801773071289,16.935100555419922,43.00382995605469,53.60029220581055,81.26333618164062,91.30448913574219,48.73336410522461,26.483417510986328,140.94140625,23.502500534057617,189.9499969482422,1147.489990234375,486.7411804199219,22.854808807373047,126.89466857910156,112.33712768554688,97.364501953125,61.5155029296875,26.646682739257812,271.67999267578125,18.563119888305664,187.46815490722656,69.40360260009766,150.72804260253906,47.27737045288086,97.84286499023438,55.45547103881836,96.64161682128906,157.60000610351562,106.4564437866211,82.89347839355469,148.4698028564453,69.95870208740234,15.518571853637695,265.75885009765625,142.1650848388672,317.2771301269531,22.988496780395508,20.899036407470703,64.37000274658203,145.86000061035156
2020-01-09,44.05588912963867,34.6052131652832,345.8020324707031,167.022216796875,55.91719055175781,175.326171875,199.6020965576172,105.36183166503906,27.752655029296875,85.6640396118164,236.70838928222656,105.3262939453125,166.2082061767578,107.87788391113281,121.4870376586914,45.709999084472656,163.33245849609375,178.7578582763672,12.054645538330078,25.693496704101562,29.158000946044922,63.077030181884766,37.15046310424805,357.4120788574219,77.97333526611328,178.24745178222656,89.2967300415039,156.0465087890625,140.0615234375,252.35398864746094,42.384315490722656,6.908544540405273,121.14720916748047,116.83673858642578,33.43840026855469,112.77033996582031,61.18812942504883,75.69682312011719,195.9237518310547,42.2740592956543,68.85228729248047,72.02816009521484,32.125,126.65290832519531,103.15878295898438,44.730712890625,45.47233200073242,83.66349792480469,73.36000061035156,88.6221923828125,24.069564819335938,66.01545715332031,15.02125072479248,42.38970184326172,17.253400802612305,107.57415771484375,175.3291015625,34.95561599731445,17.035860061645508,43.146305084228516,52.68684387207031,82.44989013671875,92.02847290039062,49.192657470703125,26.563995361328125,140.6724395751953,23.822500228881836,191.94000244140625,1145.3900146484375,494.8697509765625,22.650421142578125,127.3552474975586,115.14671325683594,98.47228240966797,62.92633056640625,26.674530029296875,277.94000244140625,18.781084060668945,188.35543823242188,69.92786407470703,152.2880859375,47.65260314941406,97.36260986328125,55.80246353149414,96.64974212646484,159.5,106.3300552368164,83.58265686035156,149.71438598632812,69.88632202148438,15.527145385742188,266.38262939453125,140.39370727539062,318.91265869140625,22.98098373413086,21.126846313476562,64.16000366210938,148.6699981689453
2020-01-10,43.754764556884766,34.57918167114258,345.4320373535156,164.31422424316406,55.29273986816406,174.66307067871094,198.60934448242188,106.41116333007812,27.418249130249023,85.4750747680664,235.92835998535156,105.38977813720703,167.55125427246094,109.53162384033203,120.99760437011719,45.66999816894531,161.0242462158203,179.21925354003906,11.9988374710083,25.591901779174805,29.123332977294922,63.19252014160156,36.98216247558594,357.643798828125,77.61333465576172,177.206298828125,88.979736328125,154.7606964111328,140.64901733398438,250.36585998535156,42.03853225708008,6.901084899902344,119.28978729248047,117.25279235839844,33.02851104736328,113.3929443359375,61.57461929321289,76.0677261352539,195.6094512939453,42.32498550415039,69.13617706298828,71.62496185302734,32.66999816894531,125.78443908691406,103.55931854248047,44.516807556152344,45.09988784790039,83.97028350830078,73.02999877929688,88.8941421508789,24.078201293945312,65.89491271972656,14.993371963500977,42.284507751464844,17.155399322509766,107.0909652709961,170.6105194091797,35.46744918823242,16.91350555419922,42.35847854614258,53.03925323486328,81.86441802978516,90.89331817626953,49.420066833496094,26.62731170654297,139.6542510986328,23.827499389648438,192.36000061035156,1132.219970703125,494.91961669921875,22.18960952758789,128.710693359375,113.81734466552734,98.18667602539062,63.88310623168945,26.32171630859375,281.6400146484375,18.236181259155273,186.6519012451172,69.7137222290039,152.54966735839844,47.5546989440918,96.78624725341797,55.3732795715332,97.99301147460938,159.3000030517578,105.58137512207031,83.51831817626953,149.058837890625,70.37699127197266,15.574302673339844,265.6724548339844,141.07943725585938,317.1842041015625,23.071163177490234,20.9749698638916,64.4800033569336,148.4600067138672
2020-01-13,43.785640716552734,34.05827713012695,338.5636291503906,163.55313110351562,56.05377960205078,177.07676696777344,199.573486328125,105.67747497558594,27.693042755126953,85.36707305908203,239.21957397460938,106.71397399902344,168.29656982421875,110.21617889404297,121.29934692382812,45.470001220703125,162.96949768066406,181.6748504638672,12.584826469421387,25.778547286987305,29.03333282470703,63.17713165283203,37.37765121459961,361.25555419921875,77.80000305175781,179.53245544433594,88.91451263427734,158.06309509277344,141.47520446777344,256.2735595703125,42.17360305786133,6.893623352050781,119.9499740600586,119.36919403076172,33.343074798583984,113.93472290039062,62.15433883666992,76.30156707763672,197.31948852539062,42.52866744995117,70.19659423828125,72.45655822753906,32.76499938964844,126.48452758789062,103.91695404052734,45.0216178894043,45.47233200073242,83.84564208984375,73.38999938964844,88.7581787109375,24.009111404418945,66.8425521850586,15.02125072479248,42.94001007080078,17.260000228881836,107.77136993408203,170.66490173339844,35.61847686767578,17.11503028869629,42.6434440612793,53.916786193847656,82.2000961303711,89.6866455078125,49.58950424194336,26.58702278137207,141.00863647460938,24.065000534057617,192.4499969482422,1128.3699951171875,502.48309326171875,22.446025848388672,130.0662078857422,113.11023712158203,99.07810974121094,65.06365203857422,26.53526496887207,282.2900085449219,18.425081253051758,188.6304931640625,70.20109558105469,153.0636444091797,47.513919830322266,96.85350036621094,55.848114013671875,99.29557037353516,158.14999389648438,106.77732849121094,84.38208770751953,150.36996459960938,70.61831665039062,15.685760498046875,261.14337158203125,140.1461181640625,320.0929260253906,23.416852951049805,20.595298767089844,63.400001525878906,149.92999267578125
2020-01-14,43.692996978759766,34.3187255859375,338.9146423339844,163.0884246826172,56.1220817565918,178.332275390625,198.2179718017578,106.86331939697266,28.016281127929688,84.68312072753906,237.2600555419922,107.0858154296875,167.93170166015625,109.18548583984375,121.60102844238281,42.65999984741211,165.1845703125,181.5515594482422,12.332756042480469,25.870689392089844,29.233999252319336,63.100120544433594,37.444969177246094,359.8167724609375,78.67666625976562,178.17242431640625,88.65342712402344,155.72274780273438,145.01849365234375,251.26100158691406,42.24924087524414,6.9309282302856445,120.2933120727539,120.02947998046875,33.50511932373047,114.00749969482422,62.17490768432617,76.58378601074219,199.38079833984375,41.56113815307617,70.16321563720703,72.75892639160156,32.790000915527344,126.23635864257812,105.23300170898438,44.782047271728516,45.212493896484375,84.3537368774414,72.61000061035156,90.93362426757812,23.836383819580078,66.52824401855469,14.958518981933594,42.89146041870117,17.18440055847168,107.57415771484375,172.8294677734375,35.93732833862305,17.158214569091797,42.75238800048828,53.916786193847656,83.04316711425781,90.02629852294922,49.10347366333008,26.368295669555664,141.3448028564453,24.084999084472656,191.11000061035156,1136.5999755859375,506.16497802734375,22.360553741455078,129.31893920898438,112.15798950195312,98.4896011352539,66.16313934326172,26.590972900390625,284.0199890136719,19.05716896057129,188.79017639160156,70.09770202636719,151.88233947753906,47.619956970214844,96.86310577392578,56.039878845214844,98.30236053466797,158.92999267578125,106.5439682006836,84.66693878173828,150.41749572753906,70.61026763916016,15.784356117248535,250.20448303222656,140.86036682128906,316.22705078125,23.845212936401367,20.266250610351562,63.16999816894531,148.19000244140625
2020-01-15,42.44219970703125,33.27692794799805,345.3846435546875,164.25013732910156,54.80489730834961,179.3843994140625,199.53530883789062,99.81645202636719,27.79085350036621,84.50313568115234,240.68441772460938,107.22188568115234,169.43780517578125,110.80079650878906,120.53498840332031,42.56999969482422,165.59414672851562,184.74034118652344,12.118030548095703,25.684051513671875,29.209999084472656,63.90089416503906,37.35239791870117,360.7147216796875,78.93000030517578,179.5699462890625,89.3246841430664,157.76708984375,143.7425537109375,254.1536102294922,41.84943389892578,6.856320858001709,121.10319519042969,119.83952331542969,33.50511932373047,114.95359802246094,63.37548828125,77.8900146484375,201.95970153808594,41.42535400390625,70.9313735961914,73.388916015625,32.939998626708984,128.03533935546875,105.21153259277344,44.30291748046875,45.29909896850586,84.95771026611328,71.94000244140625,89.59207153320312,24.060928344726562,67.26557159423828,14.923666954040527,43.19088363647461,17.301799774169922,108.10665130615234,172.84756469726562,36.51627731323242,17.136621475219727,42.48419189453125,54.65043640136719,81.88001251220703,90.49108123779297,47.970855712890625,26.794235229492188,141.4888916015625,24.167499542236328,190.7899932861328,1134.2900390625,515.0249633789062,22.721025466918945,129.04087829589844,111.03602600097656,98.88768768310547,66.8344955444336,26.628110885620117,288.489990234375,19.064434051513672,189.12733459472656,69.64730072021484,151.76507568359375,48.199100494384766,96.69020080566406,56.47819519042969,98.49773406982422,159.3699951171875,106.57312774658203,85.0528793334961,150.79750061035156,71.55947875976562,15.771498680114746,251.58619689941406,140.23182678222656,315.2884216308594,23.74751853942871,19.675642013549805,64.5199966430664,147.91000366210938
