,Weight (%),MCR,CCR,CCR (%),Stock Vol (%),W/CCR Ratio,Cumulative CCR (%)
PRU,4.690750962989793e-17,0.15085325334736546,7.076150434092978e-20,7.197937759562612e-17,26.758431634948455,0.052252727136816654,99.9999999999999
MMC,5.630740875721402e-17,0.12525537978048,7.052805868339567e-20,7.174191411476584e-17,20.885159908341834,0.17574405838901136,99.9999999999999
RJF,5.493223218415077e-17,0.11991019015154412,6.586934406650291e-20,6.700301855788289e-17,26.76024829455904,0.377627735710716,99.9999999999999
D,4.205335029796571e-17,0.15110230937685326,6.354358347056399e-20,6.463722939481553e-17,22.827511842150457,inf,99.9999999999999
HUBB,5.3086413609112174e-17,0.10356237428527937,5.497755035650023e-20,5.592376664756874e-17,31.85888609929053,0.7399637194540086,99.9999999999999
FAST,2.6823184428052486e-17,0.14090217402442398,3.7794450001706707e-20,3.8444928680216275e-17,24.598663867879644,0.10052781842042971,99.9999999999999
TDY,3.0225154587442575e-17,0.12466490811836116,3.768016119506791e-20,3.832867285376617e-17,23.54499984654629,6.749084061696805e-18,99.9999999999999
MPWR,1.9634498638011378e-17,0.1808249350300959,3.5504069405669137e-20,3.6115128440730334e-17,58.078869920423884,0.543664095511502,99.9999999999999
USB,1.449101423449226e-17,0.12084739596464153,1.7512013351249427e-20,1.7813411871462004e-17,26.99762072267967,inf,99.9999999999999
PSA,1.2051326341885212e-17,0.136446473302476,1.6443609779674664e-20,1.672662005126022e-17,22.31216506052206,0.022017756360735108,99.9999999999999
AJG,0.0,0.12351606393357498,0.0,0.0,25.339662535176732,,99.9999999999999
VICI,0.0,0.11547882176545292,0.0,0.0,18.256055224699264,0.0,99.9999999999999
WAB,0.0,0.13995585355552032,0.0,0.0,28.5188999917861,0.0,99.9999999999999
AIG,0.0,0.13788085863135824,0.0,0.0,26.074710495244922,0.0,99.9999999999999
ACGL,0.0,0.14301300195269678,0.0,0.0,24.461532732584416,0.0,99.9999999999999
A,0.0,0.14794084460961748,0.0,0.0,31.87310589445228,0.0,99.9999999999999
ABT,0.0,0.1058928252078015,0.0,0.0,22.24837455693849,0.0,99.9999999999999
VRSK,0.0,0.12804557488983068,0.0,0.0,24.90612754345006,0.0,99.9999999999999
ADI,0.0,0.18809961928678368,0.0,0.0,38.86911202108242,,99.9999999999999
ADP,0.0,0.1377854837859173,0.0,0.0,20.151401042903018,0.0,99.9999999999999
AEE,0.0,0.11880945809426725,0.0,0.0,17.102198694075476,0.0,99.9999999999999
IFF,0.0,0.14466601560296077,0.0,0.0,28.26202202191273,0.0,99.9999999999999
HLT,0.0,0.1303600601650382,0.0,0.0,26.23770173769634,0.0,99.9999999999999
HD,0.0,0.11952773434013168,0.0,0.0,23.409783075819824,,99.9999999999999
HCA,0.0,0.11118903942512345,0.0,0.0,27.372146616479164,0.0,99.9999999999999
HBAN,0.0,0.13722927355265102,0.0,0.0,29.88428176739644,0.0,99.9999999999999
GLW,0.0,0.1169125655821025,0.0,0.0,36.67226411832191,0.0,99.9999999999999
INVH,0.0,0.1214252213394748,0.0,0.0,21.470981969595677,0.0,99.9999999999999
FTNT,0.0,0.12577244779708244,0.0,0.0,42.92774324609764,0.0,99.9999999999999
FITB,0.0,0.12786557937572016,0.0,0.0,27.90215023114885,0.0,99.9999999999999
WM,0.0,0.10988579619949597,0.0,0.0,18.897080135566675,,99.9999999999999
WFC,0.0,0.1122991522409505,0.0,0.0,28.926824429101433,,99.9999999999999
WMT,0.0,0.12333440267790986,0.0,0.0,25.094167441002842,,99.9999999999999
WMB,0.0,0.1034679220396209,0.0,0.0,27.122977708668955,0.0,99.9999999999999
WY,0.0,0.13488822993438365,0.0,0.0,28.38727390536605,0.0,99.9999999999999
HPQ,0.0,0.12966175020995863,0.0,0.0,38.41461622318519,,99.9999999999999
