Date,AAPL,MSFT,NVDA,AVGO,ORCL,AMD,CRM,ADBE,CSCO,ACN,INTC,TXN,QCOM,INTU,AMAT,ADI,NOW,MU,LRCX,KLAC,SNPS,CDNS,APH,NXPI,PANW,MCHP,MSI,ADSK,FTNT,ON,ANET,TEL,HPQ,KEYS,TYL,PTC,GLW,EPAM,TDY,IT,ROP,IBM,HPE,CDW,MPWR,TRMB,TER,WDC,STX
2020-01-02,72.46827697753906,152.50567626953125,5.971076488494873,27.735551834106445,49.32123565673828,49.099998474121094,164.98538208007812,334.42999267578125,40.47233200073242,192.51504516601562,53.666473388671875,109.1960220336914,77.64637756347656,255.52354431152344,58.77266311645508,108.12915802001953,58.24800109863281,54.043853759765625,27.748931884765625,169.92201232910156,142.8699951171875,71.44000244140625,25.806903839111328,116.25788116455078,39.23500061035156,47.97977828979492,149.5157012939453,187.8300018310547,21.93600082397461,25.059999465942383,12.795000076293945,87.4801025390625,16.91183090209961,104.19000244140625,306.239990234375,76.37000274658203,25.3380069732666,216.30999755859375,357.489990234375,156.0399932861328,352.1411437988281,100.01376342773438,13.350842475891113,133.79791259765625,172.12709045410156,41.939998626708984,67.93466186523438,48.770992279052734,48.755210876464844
2020-01-03,71.76370239257812,150.6067352294922,5.875505447387695,27.03009796142578,49.14754104614258,48.599998474121094,164.17523193359375,331.80999755859375,39.81201171875,192.1943817138672,53.01371765136719,107.7464599609375,76.18431854248047,253.81468200683594,57.83722686767578,106.2257080078125,58.220001220703125,53.204742431640625,27.450849533081055,166.6737823486328,141.75999450683594,70.41999816894531,25.537565231323242,115.13639068603516,39.4716682434082,46.92744064331055,152.05953979492188,184.9499969482422,22.242000579833984,24.690000534057617,12.553125381469727,86.44676971435547,16.70033073425293,101.87999725341797,306.6700134277344,75.43000030517578,25.008499145507812,217.39999389648438,360.04998779296875,155.97999572753906,350.077392578125,99.21612548828125,13.020577430725098,132.1890869140625,169.0098876953125,41.5099983215332,66.52096557617188,48.02032470703125,47.47386932373047
2020-01-06,72.3355484008789,150.99598693847656,5.900144100189209,26.98966407775879,49.403507232666016,48.38999938964844,171.36785888671875,333.7099914550781,39.954105377197266,190.93934631347656,52.8637580871582,106.99640655517578,75.73782348632812,255.7635498046875,56.5899543762207,104.97767639160156,58.57400131225586,52.2680778503418,26.938518524169922,162.9229736328125,141.97999572753906,70.8499984741211,25.40525245666504,114.32237243652344,40.043331146240234,46.25410842895508,154.4091339111328,187.1199951171875,22.399999618530273,24.06999969482422,12.678750038146973,85.84852600097656,16.765405654907227,100.13999938964844,310.2099914550781,76.2699966430664,25.076091766357422,214.1999969482422,358.6300048828125,158.86000061035156,346.7794494628906,99.03887176513672,12.979297637939453,131.194091796875,167.2791290283203,41.310001373291016,65.07803344726562,47.098716735839844,46.90977096557617
2020-01-07,71.995361328125,149.61929321289062,5.97157621383667,26.89674949645996,49.513214111328125,48.25,173.88722229003906,333.3900146484375,39.69499588012695,186.81698608398438,51.9816780090332,109.0611801147461,77.89151000976562,255.82119750976562,58.22462844848633,107.3659896850586,58.582000732421875,56.85385513305664,27.59524154663086,164.21665954589844,142.9600067138672,71.06999969482422,25.54229164123535,115.80567169189453,40.27333450317383,49.35763931274414,153.29913330078125,187.5,22.378000259399414,24.65999984741211,12.803125381469727,87.6251449584961,16.80608558654785,100.77999877929688,311.2699890136719,75.91999816894531,25.261966705322266,215.61000061035156,361.0899963378906,156.5800018310547,348.544189453125,99.10533142089844,12.913241386413574,131.0452880859375,168.8377227783203,41.150001525878906,66.51123046875,50.28718948364258,47.47386932373047
2020-01-08,73.15348815917969,152.00250244140625,5.9827752113342285,26.561229705810547,49.7060546875,47.83000183105469,175.20126342773438,337.8699951171875,39.720062255859375,187.1834259033203,52.01696014404297,109.35613250732422,77.66390228271484,261.9750061035156,58.18683624267578,108.33568572998047,59.130001068115234,56.1220817565918,27.942691802978516,164.4307098388672,145.86000061035156,72.27999877929688,25.603713989257812,116.09510040283203,39.76166534423828,48.73336410522461,153.4563751220703,189.9499969482422,22.733999252319336,24.81999969482422,12.936249732971191,88.53156280517578,17.02572250366211,101.06999969482422,310.989990234375,76.9800033569336,25.380247116088867,221.3800048828125,361.54998779296875,158.64999389648438,352.35186767578125,99.93251037597656,13.012320518493652,130.84999084472656,168.6177978515625,41.31999969482422,66.58922576904297,51.015560150146484,47.844573974609375
2020-01-09,74.70733642578125,153.90147399902344,6.048482418060303,26.347871780395508,49.93561935424805,48.970001220703125,177.44403076171875,340.45001220703125,39.55289077758789,188.85067749023438,52.30805206298828,110.67928314208984,78.71446228027344,264.4278564453125,58.55534744262695,108.33568572998047,59.86199951171875,55.91719055175781,27.752655029296875,163.33245849609375,148.6699981689453,73.36000061035156,25.693496704101562,116.83673858642578,40.01166534423828,49.192657470703125,156.0465087890625,191.94000244140625,22.895999908447266,24.860000610351562,12.925000190734863,88.6221923828125,17.277889251708984,101.61000061035156,311.3900146484375,77.33000183105469,25.53232765197754,223.2899932861328,366.1000061035156,161.16000366210938,357.4120788574219,100.98863983154297,12.93801212310791,132.02169799804688,170.89356994628906,42.349998474121094,66.55021667480469,51.000694274902344,48.72298049926758
2020-01-10,74.87621307373047,153.1892852783203,6.080836772918701,25.742216110229492,49.99990463256836,48.16999816894531,178.03680419921875,339.80999755859375,39.39408493041992,190.23397827148438,51.9904899597168,109.55840301513672,79.02090454101562,264.7645263671875,58.08290100097656,106.45915985107422,59.7760009765625,55.29273986816406,27.418249130249023,161.0242462158203,148.4600067138672,73.02999877929688,25.591901779174805,117.25279235839844,39.64500045776367,49.420066833496094,154.7606964111328,192.36000061035156,22.86400032043457,24.579999923706055,12.9662504196167,88.8941421508789,17.391775131225586,100.36000061035156,310.2300109863281,76.75,25.439388275146484,223.0800018310547,365.54998779296875,159.38999938964844,357.643798828125,100.95169067382812,12.772878646850586,132.38438415527344,169.1245574951172,42.099998474121094,66.22848510742188,50.49529266357422,48.33616256713867
2020-01-13,76.47591400146484,155.0313262939453,6.271485805511475,25.91083526611328,50.11927795410156,48.75,181.64300537109375,345.6300048828125,40.096214294433594,192.0019989013672,52.56385803222656,109.51627349853516,79.6424789428711,265.52435302734375,58.40415573120117,106.89909362792969,60.77000045776367,56.05377960205078,27.693042755126953,162.96949768066406,149.92999267578125,73.38999938964844,25.778547286987305,119.36919403076172,40.1533317565918,49.58950424194336,158.06309509277344,192.4499969482422,23.33799934387207,25.31999969482422,13.196874618530273,88.7581787109375,17.456846237182617,101.80000305175781,309.6199951171875,77.22000122070312,25.684406280517578,228.55999755859375,369.8800048828125,160.92999267578125,361.25555419921875,100.88523864746094,12.838934898376465,133.30499267578125,171.457763671875,42.77000045776367,67.534912109375,51.37974166870117,49.150089263916016
2020-01-14,75.4432144165039,153.93942260742188,6.1545090675354,26.5130558013916,50.3947639465332,48.209999084472656,179.93374633789062,344.6300048828125,39.94575500488281,190.29806518554688,52.42272186279297,110.12306213378906,79.28352355957031,262.2923583984375,58.91440200805664,107.32109069824219,60.29999923706055,56.1220817565918,28.016281127929688,165.1845703125,148.19000244140625,72.61000061035156,25.870689392089844,120.02947998046875,40.0,49.10347366333008,155.72274780273438,191.11000061035156,23.3439998626709,25.6200008392334,13.315625190734863,90.93362426757812,17.408039093017578,101.38999938964844,308.57000732421875,77.97000122070312,25.439388275146484,227.1699981689453,370.44000244140625,158.8699951171875,359.8167724609375,100.30915832519531,12.830676078796387,133.8722381591797,171.09439086914062,42.720001220703125,68.50987243652344,51.43920135498047,48.9808464050293
2020-01-15,75.11992645263672,154.9363555908203,6.111948013305664,26.079458236694336,50.28457260131836,48.54999923706055,178.886474609375,342.94000244140625,40.129642486572266,190.60157775878906,51.9904899597168,108.8589096069336,78.50433349609375,262.6002197265625,58.51754379272461,105.50741577148438,60.9739990234375,54.80489730834961,27.79085350036621,165.59414672851562,147.91000366210938,71.94000244140625,25.684051513671875,119.83952331542969,40.116668701171875,47.970855712890625,157.76708984375,190.7899932861328,23.40999984741211,24.8799991607666,13.336874961853027,89.59207153320312,17.42430877685547,101.05999755859375,311.30999755859375,79.16999816894531,25.06764030456543,228.7100067138672,375.010009765625,158.85000610351562,360.7147216796875,100.90001678466797,12.789393424987793,134.4674072265625,170.3198699951172,42.650001525878906,67.41793823242188,49.551387786865234,48.76327133178711
