Date,AAPL,MSFT,NVDA,AVGO,ADBE,CSCO,ACN,CRM,ORCL,AMD,QCOM,INTC,TXN,IBM,INTU,AMAT,NOW,LRCX,ADI,MU,PANW,SNPS,KLAC,CDNS,APH,NXPI,ADSK,MSI,MCHP,TEL,IT,GLW,HPE,KEYS,FTNT,CDW,BR,TRMB,TDY,TYL,PTC,WDC,STX,NTAP,FFIV,GEN,AKAM
2018-01-02,40.341880798339844,79.05037689208984,4.928532123565674,21.130895614624023,177.6999969482422,30.43355369567871,136.7078399658203,103.15662384033203,41.25119400024414,10.979999542236328,52.95183181762695,39.33039093017578,84.35414123535156,104.0024185180664,149.8643798828125,48.43458938598633,26.34600067138672,16.891464233398438,77.84526824951172,42.60867691040039,24.758333206176758,86.02999877929688,93.831787109375,42.04999923706055,20.342409133911133,104.8165283203125,107.12000274658203,81.05310821533203,38.96324157714844,83.0196762084961,124.8499984741211,26.198673248291016,11.406145095825195,42.150001525878906,8.869999885559082,63.42112350463867,79.43716430664062,41.060001373291016,184.33999633789062,178.69000244140625,61.15999984741211,56.208946228027344,31.249393463134766,44.89750289916992,132.5800018310547,14.27548885345459,65.55999755859375
2018-01-03,40.334861755371094,79.41825866699219,5.252900123596191,21.361982345581055,181.0399932861328,30.67633819580078,137.3387451171875,104.02604675292969,42.20661544799805,11.550000190734863,53.552818298339844,37.995582580566406,86.63937377929688,106.86124420166016,150.27984619140625,49.29296875,26.582000732421875,17.178813934326172,78.8110122680664,43.8868408203125,24.946666717529297,87.05999755859375,94.92809295654297,42.93000030517578,20.606538772583008,104.93206024169922,109.37999725341797,80.48023223876953,39.54934310913086,84.42194366455078,125.19000244140625,26.841188430786133,11.476410865783691,42.75,9.005999565124512,65.27574920654297,79.36717987060547,42.189998626708984,184.08999633789062,180.19000244140625,61.939998626708984,57.09994888305664,31.19116973876953,46.10941696166992,134.0399932861328,14.27548885345459,65.94000244140625
2018-01-04,40.52220916748047,80.1172866821289,5.280589580535889,21.36910057067871,183.22000122070312,30.763126373291016,138.96493530273438,105.39936828613281,42.622398376464844,12.119999885559082,53.62591552734375,37.298805236816406,86.52750396728516,109.02555847167969,152.97080993652344,49.5760498046875,26.770000457763672,17.257349014282227,78.72479248046875,45.74066925048828,24.876667022705078,87.88999938964844,95.0960693359375,43.58000183105469,20.534713745117188,104.74543762207031,112.06999969482422,81.15157318115234,39.644161224365234,84.81387329101562,127.30000305175781,27.1142635345459,11.757462501525879,42.959999084472656,8.800000190734863,66.42124938964844,79.99710845947266,42.849998474121094,187.1199951171875,183.9499969482422,63.0,56.754600524902344,31.038305282592773,46.871543884277344,137.1199951171875,14.305119514465332,65.5999984741211
2018-01-05,40.983585357666016,81.11058044433594,5.325338840484619,21.495731353759766,185.33999633789062,31.189180374145508,140.1112823486328,106.80233001708984,42.87895202636719,11.880000114440918,53.983245849609375,37.559051513671875,87.19071197509766,109.55821228027344,154.95361328125,49.859134674072266,27.00200080871582,17.52685546875,79.04380798339844,44.68691635131836,25.4950008392334,88.93000030517578,97.12957763671875,43.9900016784668,20.784934997558594,104.90538787841797,110.83999633789062,82.24360656738281,39.76051330566406,86.74739837646484,129.33999633789062,27.017881393432617,11.749658584594727,43.91999816894531,8.819999694824219,66.31216430664062,80.97691345214844,43.0,186.30999755859375,184.38999938964844,63.650001525878906,57.11376190185547,31.256681442260742,47.714778900146484,136.17999267578125,14.57176399230957,65.83000183105469
2018-01-08,40.83134841918945,81.19335174560547,5.488508224487305,21.54717254638672,185.0399932861328,31.51267433166504,141.23095703125,107.5531997680664,43.33012771606445,12.279999732971191,53.82080841064453,37.559051513671875,87.60620880126953,110.21897888183594,155.04808044433594,51.06451416015625,27.059999465942383,17.658933639526367,79.1817626953125,44.442989349365234,25.608333587646484,89.76000213623047,97.394775390625,44.91999816894531,21.00735855102539,105.10977935791016,111.41999816894531,83.08502960205078,39.91566467285156,86.93030548095703,130.30999755859375,27.122295379638672,11.57009220123291,44.56999969482422,9.0,66.41218566894531,81.47557067871094,43.0099983215332,188.5800018310547,185.19000244140625,64.4000015258789,56.25039291381836,33.48410415649414,48.363407135009766,137.6199951171875,14.601395606994629,65.87999725341797
2018-01-09,40.826656341552734,81.13815307617188,5.487025737762451,21.248815536499023,186.6999969482422,31.3154296875,141.70196533203125,107.83971405029297,43.56990051269531,11.819999694824219,53.00868225097656,36.61880874633789,88.20549011230469,110.46171569824219,156.02291870117188,50.096561431884766,27.09000015258789,17.631269454956055,79.01792907714844,41.92570495605469,25.38166618347168,89.69000244140625,96.54605102539062,45.06999969482422,21.039793014526367,105.2608413696289,112.11000061035156,82.45844268798828,39.86825180053711,86.06804656982422,128.9499969482422,27.025915145874023,11.593517303466797,45.150001525878906,8.86400032043457,66.23942565917969,81.63306427001953,42.86000061035156,188.88999938964844,186.86000061035156,64.52999877929688,55.68401336669922,33.76799774169922,48.379608154296875,137.83999633789062,14.32486629486084,67.48999786376953
2018-01-10,40.81730270385742,80.77024841308594,5.530043125152588,20.800098419189453,187.11000061035156,31.48900604248047,141.204345703125,107.49392700195312,43.3389892578125,11.960000038146973,53.000553131103516,35.67856979370117,87.65415954589844,110.69767761230469,154.75465393066406,48.6720085144043,27.246000289916992,17.103858947753906,77.69869232177734,42.2574348449707,25.510000228881836,89.33999633789062,93.96440124511719,44.84000015258789,20.738597869873047,105.88290405273438,111.47000122070312,82.69116973876953,39.19595718383789,85.80674743652344,128.16000366210938,26.768911361694336,11.858955383300781,44.34000015258789,8.819999694824219,65.76668548583984,81.3443603515625,42.68000030517578,187.5,186.11000061035156,64.56999969482422,55.88431930541992,34.26297378540039,49.1741943359375,139.0,14.152042388916016,66.33000183105469
2018-01-11,41.04915237426758,81.00941467285156,5.5399322509765625,20.853118896484375,188.9199981689453,31.638916015625,141.39096069335938,107.79032135009766,43.47222137451172,12.140000343322754,53.138633728027344,36.44252395629883,88.4292221069336,110.7111587524414,154.27197265625,48.580692291259766,27.516000747680664,16.877185821533203,78.62989807128906,41.77934265136719,25.69333267211914,89.70999908447266,93.92903900146484,44.869998931884766,21.035167694091797,105.97177124023438,113.26000213623047,83.73847961425781,39.69587707519531,86.4512710571289,129.61000061035156,27.1142635345459,12.061941146850586,44.91999816894531,8.85200023651123,66.1212387084961,81.7555160522461,42.9900016784668,188.6999969482422,187.88999938964844,65.79000091552734,56.80985641479492,35.67512893676758,50.11470031738281,139.77000427246094,14.206360816955566,65.20999908447266
2018-01-12,41.47303771972656,82.40737915039062,5.51273775100708,20.915637969970703,195.0500030517578,32.24644088745117,142.2795867919922,108.91663360595703,43.969547271728516,12.020000457763672,53.09803009033203,36.2998046875,90.0672378540039,109.9964599609375,155.7010955810547,48.80898666381836,27.63800048828125,16.82274627685547,79.34563446044922,41.76958084106445,25.586666107177734,90.37000274658203,94.85736083984375,45.06999969482422,21.276121139526367,106.26502990722656,115.91000366210938,86.44172668457031,40.269046783447266,87.24385070800781,130.1300048828125,27.837095260620117,12.342997550964355,44.81999969482422,8.98799991607666,66.2575912475586,82.2717056274414,43.38999938964844,193.27999877929688,187.9499969482422,65.93000030517578,57.410762786865234,37.31294250488281,50.893062591552734,141.80999755859375,14.231049537658691,65.5199966430664
2018-01-15,41.47303771972656,82.40737915039062,5.51273775100708,20.915637969970703,195.0500030517578,32.24644088745117,142.2795867919922,108.91663360595703,43.969547271728516,12.020000457763672,53.09803009033203,36.2998046875,90.0672378540039,109.9964599609375,155.7010955810547,48.80898666381836,27.63800048828125,16.82274627685547,79.34563446044922,41.76958084106445,25.586666107177734,90.37000274658203,94.85736083984375,45.06999969482422,21.276121139526367,106.26502990722656,115.91000366210938,86.44172668457031,40.269046783447266,87.24385070800781,130.1300048828125,27.837095260620117,12.342997550964355,44.81999969482422,8.98799991607666,66.2575912475586,82.2717056274414,43.38999938964844,193.27999877929688,187.9499969482422,65.93000030517578,57.410762786865234,37.31294250488281,50.893062591552734,141.80999755859375,14.231049537658691,65.5199966430664
